Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,TRISS Measure ID,Survey Question,Answer Description,Patient Survey Star Rating,Patient Survey Star Rating Footnote,Answer Percent,Answer Percent Footnote,Number of Completed Surveys,Number of Completed Surveys Footnote,Survey Response Rate,Survey Response Rate Footnote,Measure Start Date,Measure End Date
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,4,,Not Applicable,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,76,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""Always"" well controlled",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_COMP_4_STAR_RATING,Pain management - star rating,Pain management - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,74,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,5,,Not Applicable,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,89,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,62,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,72,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3,,Not Applicable,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,66,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,3,,Not Applicable,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,73,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3,,Not Applicable,,570,,32%,,7/1/2016,6/30/2017
49005F,"633RD MEDICAL GROUP, LANGLEY-EUSTIS",77 NEALY AVENUE,HAMPTON,VA,23665,HAMPTON CITY,(757) 225-7630,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,570,,32%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,77,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,4,,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,87,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,88,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,5,,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,81,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,5,,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""Always"" well controlled",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_4_STAR_RATING,Pain management - star rating,Pain management - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,75,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,5,,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,90,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,66,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,5,,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,81,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,4,,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,77,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,83,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,4,,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49001F,FT. BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,22060,FAIRFAX,(571) 231-3224,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,1783,,42%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,72,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,2,,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,84,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,86,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,4,,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,77,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""Always"" well controlled",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_4_STAR_RATING,Pain management - star rating,Pain management - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,72,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4,,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,3,,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,90,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,60,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,4,,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,68,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,3,,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,69,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,4,,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,73,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_RECMND_STAR_RATING,Recommend hospital - star rating,Recommend hospital - star rating,3,,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
49008F,NAVAL MEDICAL CENTER PORTSMOUTH,620 JOHN PAUL JONES CIRCLE,PORTSMOUTH,VA,23708,PORTSMOUTH CITY,(757) 953-5008,H_STAR_RATING,Summary star rating,Summary star rating,4,,Not Applicable,,2574,,33%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""Always"" clean",Not Applicable,,77,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_CLEAN_STAR_RATING,Cleanliness - star rating,Cleanliness - star rating,4,,Not Applicable,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""Always"" communicated well",Not Applicable,,86,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_1_STAR_RATING,Nurse communication - star rating,Nurse communication - star rating,4,,Not Applicable,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""Always"" communicated well",Not Applicable,,87,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_2_STAR_RATING,Doctor communication - star rating,Doctor communication - star rating,4,,Not Applicable,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""Always"" received help as soon as they wanted",Not Applicable,,73,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_3_STAR_RATING,Staff responsiveness - star rating,Staff responsiveness - star rating,4,,Not Applicable,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""Always"" well controlled",Not Applicable,,Not Available,5 - Results are not available for this reporting period.,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_4_STAR_RATING,Pain management - star rating,Pain management - star rating,Not Available,5 - Results are not available for this reporting period.,Not Applicable,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""Always"" explained",Not Applicable,,74,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_5_STAR_RATING,Communication about medicines - star rating,Communication about medicines - star rating,4,,Not Applicable,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_6_STAR_RATING,Discharge information - star rating,Discharge information - star rating,4,,Not Applicable,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",Not Applicable,,92,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital","Patients who ""Strongly Agree"" they understood their care when they left the hospital",Not Applicable,,63,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_COMP_7_STAR_RATING,Care transition - star rating,Care transition - star rating,5,,Not Applicable,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",Not Applicable,,74,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_HSP_RATING_STAR_RATING,Overall hospital rating - star rating,Overall hospital rating - star rating,4,,Not Applicable,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",Not Applicable,,58,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_QUIET_STAR_RATING,Quietness - star rating,Quietness - star rating,2,,Not Applicable,,3616,,46%,,7/1/2016,6/30/2017
50005F,"MADIGAN ARMY MEDICAL CENTER, FT. LEWIS",BUILDING 9040 JACKSON AVENUE,TACOMA,WA,98431,PIERCE,(253) 968-1110,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",Not Applicable,,78,,3616,,46%,,7/1/2016,6/30/2017
